"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size Type","Size","Colour","Description","Return/Exchange Condition","Visibility","Size Chart","Pickup Address Code","HSN Code","Customisation Id","Associated Pixel","attr_Print /Pattern Type","attr_Style","attr_Colour Shade Name","attr_Colour Family","attr_Package Contents","attr_Fabric Type","attr_Pattern","attr_Season","attr_Country_of_Origin","attr_Ideal for","attr_Fabric","attr_Colour Code","attr_Size","attr_Colour","attr_Brand","attr_Material","attr_Ideal For","attr_Key Features","attr_Durability","attr_Country of Origin","attr_Set includes","attr_Packaging","attr_Thread Count (TC)","attr_Usage Instructions","attr_Color","attr_Pattern Type","attr_Package contents","attr_Standard Size","attr_Fabric Feel","attr_Features","attr_Additional Feature","attr_Basic Colour","attr_Product Type","attr_Features 1","attr_Features 2","attr_Theme","attr_Work Type","attr_Quantity","attr_Secondary Color","attr_Finish","attr_Design","attr_Wash Care","attr_Bedsheet Dimensions"
"TLS-BB-GREY-QDB","","Grey Floral  Bedsheet Set with 2 cushions","TLS-BB-GREY-QDB",999,1999,360,14,62,34,6,"1.5",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/7KtxKnZq_33EQUWEGAT_2025-10-04_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/7KtxKnZq_BYLT9PI7BQ_2025-10-04_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/7KtxKnZq_SF3AD5K1WB_2025-10-04_3.png","","","","","","","","","","home__home_improvement__utility","size","90 x 100 Inches","Multicolor","Makeover your bedroom into a cosy and chic retreat with our Dusty Rose Grey Bed Sheet Set. This bedding set features an elegant floral pattern of full-blooming peonies in soft taupe and dusty rose hues, set against a sophisticated dark grey background. The muted, earthy tones create a serene and stylish atmosphere, perfect for a modern, rustic, or bohemian-inspired space.

Crafted from quality, soft blend cotton, this bedsheet set provides exceptional comfort and a smooth feel. The durable fabric and beautiful print are designed to last, ensuring the colours remain rich and true, wash after wash. The set includes a bedsheet, two matching quilted pillow covers, and two quilted cushions with fillers, allowing you to easily complete a stylish and inviting bedding look.

- Made from premium cotton blend fabric.
- Features an elegant peony floral pattern in muted tones.
- Durable, comfortable, and fade-resistant.","6",true,"","Panipat_132103_0180d","","","",,"Modern, Elegant, Bohemian",,,,,"Floral (Peony)",,,,,,"Bedsheet: 90 x 100 Inches
2 quilted pillow covers: 18 x 28 inches
2 cushions with fillers: 12 x 12 inches","Multicolor","Aaram Homes","Cotton blend 180 GSM","Home","Premium Quality","Built with high-quality, durable materials","India","1 Double Bedsheet + 2 Pillow Covers","Eco-friendly packaging",,,,,,,,,,,,,,,,,,,,,
"AH-PINK-DUAL-SKDB","","Pink Candy Dual-Tone Gradient Bedsheet Set- 400TC","145BS",1999,2899,999,5,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pink_Candy_Dual_Tone_Gradient_Bedsheet_Set__400TC_SR7TBV3NPM_2026-08-01_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pink_Candy_Dual_Tone_Gradient_Bedsheet_Set__400TC_N7U2ZNF7OY_2026-08-01_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pink_Candy_Dual_Tone_Gradient_Bedsheet_Set__400TC_BUQIZQ37IM_2026-08-01_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pink_Candy_Dual_Tone_Gradient_Bedsheet_Set__400TC_V3V5B89AOJ_2026-08-01_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pink_Candy_Dual_Tone_Gradient_Bedsheet_Set__400TC_QJIG31BUOK_2026-08-01_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pink_Candy_Dual_Tone_Gradient_Bedsheet_Set__400TC_4EDYB7N2ZY_2026-08-01_6.png","","","","","","","","size","110*110 inches","Pink","Some moments don't need grand celebrations, they simply begin with coming home.

As the evening light filters through your window, the Pink Candy Ombre Bedsheet Set transforms your bedroom into a space of calm. Its graceful gradient flows from a delicate blush pink to a deeper rosy hue, mirroring the soft colours of a sunset. The gentle transition creates a soothing atmosphere, inviting you to slow down, unwind, and embrace the comfort of your own sanctuary.
Woven from 100% Pure Cotton with a luxurious 400 thread count, every touch feels smooth, breathable, and incredibly soft against your skin. The matching ombre pillow covers complete the harmonious look, bringing a sense of effortless elegance to your bedroom without overwhelming the space.

Whether you're curling up with your favourite book, enjoying a quiet morning coffee, or sinking into bed after a long day, the Pink Candy Ombre Bedsheet Set surrounds you with comfort that feels both luxurious and familiar.


Reasons You'll Love It:
- Premium 400 TC Pure Cotton
- Soft, Skin-Friendly & Breathable fabric
- Fade-Resistant & Durable construction
- - Elegant Pink Dual-tone Gradient creates a calming, sophisticated look that enhances any bedroom.

FAQs
- What fabric is this bedsheet made from?
Made from 100% Pure Cotton with a luxurious 400 thread count for exceptional softness and breathability.

- What makes this bedsheet unique?
Its elegant Pink Candy ombre gradient and matching pillow covers create a premium, designer-inspired look.

- Is it suitable for year-round use?
Yes. The breathable pure cotton fabric provides comfort in every season.

- Which bedroom styles does it complement?
It pairs beautifully with modern, Scandinavian, Japandi, contemporary, and luxury interiors.

- Is the colour long-lasting?
Yes. The high-quality fabric and colour-fast finish help maintain the beautiful ombre shades even after repeated washing.","2",true,"","Panipat_132103_0180d","","","",,"Soft Luxury | Scandinavian","Pink",,,"100% Pure Cotton","Solid Dual-tone Gradient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KD-MDB-MARIGOLD-SK","","Marigold Bloom Pure Cotton Super King size Bedsheet Set","105BS",1499,3299,750,16,38,30,4,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Marigold_Bloom_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_AO8YBTU085_2026-01-03_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Marigold_Bloom_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_3VZ3WLMVCU_2026-01-03_2.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Marigold_Bloom_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_TN2XX91PRM_2026-01-03_3.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Marigold_Bloom_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_MZL5UZRNIX_2026-01-03_4.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/qzHdrVJR_NU1M58S3AT_2026-05-21_1.png","","","","","","","","others_68c015dd317e68f10e190e4c__others__bedsheets","size","110*110 inches","","Brighten your bedroom with the warmth of nature using this pure cotton floral bedsheet featuring soft marigold and mustard blooms on an elegant ivory base.
Made from 100% breathable cotton, it feels light, skin-friendly, and soothing, perfect for everyday comfort and sun-lit modern homes.

Key Features:-
- 100% Pure Cotton Fabric – Soft, breathable, and gentle on the skin for all-night comfort.
- Elegant Floral Design – delicate marigold and mustard blooms.
- Skin-Friendly & Lightweight – Perfect for everyday use in all seasons.
- Fade-resistant floral patterns
- Soft & Comfortable Texture
- Easy Maintenance - Machine washable and quick drying

Perfect for Modern Homes – Brightens bedrooms with a warm, fresh, nature-inspired aesthetic.","6",true,"","Panipat_132103_0180d","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KD-AL-IG-KDB","","Indigo Garden Pure Cotton King size Bedsheet set","KD-AL-IG-KDB",1190,2499,500,6,38,30,4,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/aivqL9BU_162IGMMWRT_2025-10-04_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/aivqL9BU_HJ0DZ1HUWT_2025-10-04_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/aivqL9BU_8Z2UIOYTY9_2025-10-04_1.png","","","","","","","","","","home__home_improvement__utility","size","100 x 108 Inches","Blue, Indigo & Grey","This Beautiful Indigo Garden Bedsheet Set is a masterpiece of intricate design. Featuring a captivating floral pattern in a soothing palette of tranquil blue and deep indigo, it’s complemented by subtle earthy tones. The detailed botanical print adds a layer of sophistication and artistry to your space, creating a serene and stylish retreat.

Made from high-quality, breathable cotton, this bedsheet set promises a soft and comfortable feel for a truly cosy night’s sleep. The vibrant, lasting colours and intricate design make it a perfect centrepiece for any bedroom decor, from traditional to contemporary. The set includes a bedsheet and two matching pillow covers, allowing you to effortlessly complete your bedding ensemble.

Features:
- Made from 100% premium, breathable cotton.
- Intricate floral and botanical pattern in blue and indigo.
- Durable and colour-fast for long-lasting beauty.","6",true,"","Panipat_132103_0180d","","","",,"Traditional, Elegant, Artistic",,,,,"Intricate Floral / Botanical",,,,,,"Bedsheet: 100 x 108 Inches; 2 large pillow covers","Blue, Indigo & Grey","Aaram Homes","Pure Cotton","Home","Premium Quality","Built with high-quality, durable materials","India","1 Double Bedsheet + 2 Pillow Covers","Eco-friendly packaging",,,,,,,,,,,,,,,,,,,,,
"TLS-MP-DR-DBF","","Mattress Cover | Protector | 100% Waterproof | Dark Red","102MP",1499,2999,760,5,33,27,11,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_2JOFO83M81_2025-10-04_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_L3414CRQVX_2025-10-04_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_2O9MBE6N8K_2025-10-04_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_7MJS6RD9DF_2025-11-09_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_II185WSP0I_2025-11-09_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_GHG9JR09J1_2025-11-09_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_EB32UUFDRI_2025-11-09_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_4KOO6LABMR_2025-11-09_5.jpg","","","","","home__home_improvement__utility","size","72x78 + 12""","Dark Red","Keep your mattress safe and make your bed look stylish with this Dark Red Waterproof Quilted Mattress Protector. Its soft, quilted top adds an extra layer of comfort, while the waterproof backing protects your mattress from spills, stains, dust, and allergens. It’s a perfect blend of comfort, hygiene, and durability for everyday use.
Key Features:
Soft quilted fabric for extra comfort
- 100% waterproof and dust-resistant protection
- Breathable material to keep your mattress fresh
- Deep pockets for a snug, secure fit on all standard mattresses
- Super Easy to wash and maintain","6",true,"","Panipat_132103_0180d","","","",,"Fitted style with deep pockets",,,,,"Diamond quilted pattern",,,,,,"Mattress protector: 72x78 + 12""tor","Dark Red","Aaram Homes","Cotton on top and waterproof sheet below","Home","Premium Quality","Built with high-quality, durable materials","India","1 mattress protector","Eco-friendly packaging",,,,,,,,,,,,,,,,,,,,,
"TLS-MP-PW-DBF","","100% Waterproof Mattress Cover - Pearl White","103MP",1499,2999,760,8,33,27,11,"2.5",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/TLS_MP_PW_DBF_1759709697427_gbb2ul64mb4nzdq.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/jj37m6yU_WKXC5AO6EE_2025-10-14_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/jj37m6yU_PWX4GAGDJO_2025-10-14_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/jj37m6yU_7J07NDNFON_2025-10-14_3.jpg","","","","","","","","","home__home_improvement__utility","size","72x78 + 12""","Pearl White","Keep your mattress safe and make your bed look stylish with this Pearl White Waterproof Quilted Mattress Protector. Its soft, quilted top adds an extra layer of comfort, while the waterproof backing protects your mattress from spills, stains, dust, and allergens. It’s a perfect blend of comfort, hygiene, and durability for everyday use.
Key Features:
- Soft quilted fabric for extra comfort
- 100% waterproof and dust-resistant protection
- Breathable material to keep your mattress fresh
- Deep pockets for a snug, secure fit on all standard mattresses
- Super Easy to wash and maintain","6",true,"","Panipat_132103_0180d","","","",,"Fitted style with deep pockets",,,,,"Diamond quilted pattern",,,,,,"1 Mattress protector: 72x78 + 12""","Pearl White","Aaram Homes","Cotton on top and waterproof sheet below","Home","Premium Quality","Built with high-quality, durable materials","India","1 mattress protector for double bed","Eco-friendly packaging",,,,,,,,,,,,,,,,,,,,,
"CAR-BDH-4060","","Pure Mulmul Kids Dohar for Babies & Toddlers – Cartoon Car Print","102BDH",1049,1499,500,44,34,26,4,".8",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pure_Mulmul_Kids_Dohar_for_Babies___Toddlers___Cartoon_Car_Print_RPT8CLK1ZB_2026-05-28_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pure_Mulmul_Kids_Dohar_for_Babies___Toddlers___Cartoon_Car_Print_KMHC1ZOP3K_2026-05-28_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pure_Mulmul_Kids_Dohar_for_Babies___Toddlers___Cartoon_Car_Print_AE6BWLAFLZ_2026-05-28_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pure_Mulmul_Kids_Dohar_for_Babies___Toddlers___Cartoon_Car_Print_J6DZK8U9HE_2026-05-28_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pure_Mulmul_Kids_Dohar_for_Babies___Toddlers___Cartoon_Car_Print_ZDD443T31R_2026-05-28_5.png","","","","","","","","others_68c015dd317e68f10e190e4c__others__kids_dohar","size","40x60 inches","","Wrap your little one in cloud-like comfort with the Aaram Homes Pure Muslin Kids Dohar, thoughtfully crafted for babies and toddlers. 
Designed in a soothing white base with adorable multicolor cartoon cars, this ultra-soft 3-layer muslin dohar brings together comfort, breathability, and playful style.
Made from premium-quality pure muslin cotton, this lightweight baby dohar is exceptionally gentle on delicate skin and ideal for all seasons, especially summers. 
The elegant detailing, soft quilted texture, and charming green border create a luxurious nursery aesthetic while keeping your child cozy and comfortable during naps, bedtime, travel, or stroller use.
Its compact 40x60 inch size makes it perfect for toddlers, cribs, nursery beds, cots, and travel use. A beautiful blend of functionality and premium craftsmanship for parents.","6",true,"","Panipat_132103_0180d","","","","Cartoon Car Motif with Star Reverse Print Border","Modern Minimalist Kids Nursery | Baby Bedding Style",,,,,,,,,,,"40x60 inches",,,,,,,,,,,,,,,,,,,"100% Pure Cotton Muslin",,"3-Layer Soft Muslin Dohar","Lightweight & Breathable",,,,,,,,
"RUBYBLOOM-JSS-KDB","","Ruby Bloom Pure Cotton Bedsheet Set","107BS",1399,2199,600,3,38,30,8,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Ruby_Bloom_Pure_Cotton_Bedsheet_Set_VSHIHU8QQ6_2026-06-13_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Ruby_Bloom_Pure_Cotton_Bedsheet_Set_C814O7SBF2_2026-06-13_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Ruby_Bloom_Pure_Cotton_Bedsheet_Set_4ZR9NQQWQV_2026-06-13_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Ruby_Bloom_Pure_Cotton_Bedsheet_Set_HP26YUPJA8_2026-06-13_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Ruby_Bloom_Pure_Cotton_Bedsheet_Set_9FDUBPSR69_2026-06-13_5.png","","","","","","","","","size","100 x 108 Inches","","Bring home the timeless charm of blooming florals and serene living spaces with the Ruby Blossom Cotton Bedsheet Set.
 Inspired by delicate botanical motifs and soft earthy accents, this bedsheet transforms your bedroom into a peaceful retreat where comfort meets understated elegance.
The crisp white base beautifully showcases scattered crimson floral blooms and subtle beige striped detailing, creating a refined balance between freshness and sophistication.
 Crafted from 100% pure cotton, it feels naturally soft, breathable, and comfortable against the skin, making every night's sleep more relaxing
.
Whether styled in a modern, minimal, or contemporary bedroom, the Ruby Blossom Bedsheet effortlessly adds warmth, elegance, and a touch of nature-inspired beauty to your space.

Why You'll Love It:-
✔ Made from 100% Pure Cotton
✔ Soft, breathable & skin-friendly fabric
✔ King Size bedsheet for comfortable coverage
✔ Elegant floral print with striped detailing
✔ Lightweight and suitable for all seasons
✔ Colorfast printing for long-lasting vibrancy
✔ Smooth finish for everyday comfort
✔ Easy to wash and maintain","6",true,"","Panipat_132103_0180d","","","","Botanical Floral Stripe Print","Classic botanical aesthetics",,"Warm Neutral with Rich Red Accents","1 King Size Bedsheet + 2 Large Pillow Covers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AH-BAGH-NEEL-JSS-KDB","","Bagh-e-Neel Pure Cotton Stripes Bedsheet Set - with 2 Pillow Covers","148BS",1399,2199,600,8,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Bagh_e_Neel_Pure_Cotton_Stripes_Bedsheet_Set___with_2_Pillow_Covers_5PD4P4TPU8_2026-06-15_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Bagh_e_Neel_Pure_Cotton_Stripes_Bedsheet_Set___with_2_Pillow_Covers_O3LJ0AMQAS_2026-06-15_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Bagh_e_Neel_Pure_Cotton_Stripes_Bedsheet_Set___with_2_Pillow_Covers_RK5T59X6HX_2026-06-15_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Bagh_e_Neel_Pure_Cotton_Stripes_Bedsheet_Set___with_2_Pillow_Covers_RV7UDTBBTT_2026-06-15_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Bagh_e_Neel_Pure_Cotton_Stripes_Bedsheet_Set___with_2_Pillow_Covers_WDG8CIF20L_2026-06-15_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Bagh_e_Neel_Pure_Cotton_Stripes_Bedsheet_Set___with_2_Pillow_Covers_KQH4IZ64JF_2026-06-15_6.jpg","","","","","","","home__home_furnishing__bed_linen","size","100 x 108 Inches","Blue","Inspired by the quiet beauty of a blue garden kissed by the morning breeze, this pure cotton bedding set brings freshness, comfort, and timeless charm to your bedroom.

Bagh-e-Neel brings a refreshing sense of calm to your bedroom. Delicate botanical motifs dance across soft blue stripes, creating a design that feels both timeless and uplifting.
Like a peaceful morning walk through a blooming garden after a gentle rain, this bedsheet set transforms your space into a serene one. The soothing blue tones add freshness to your room, while the pure cotton fabric wraps you in breathable comfort throughout the year.
Whether you're beginning a busy day or winding down after one, Bagh-e-Neel creates the perfect backdrop for moments of rest, comfort, and quiet luxury.

Crafted from pure cotton, it is soft against the skin, naturally breathable, and designed for everyday living.

Reasons Why You'll Love It:-
✔ 100% Pure Cotton Comfort
✔ Soft & Breathable Feel
✔ Fresh Botanical Print
✔ Elegant Blue Stripe Design
✔ Perfect for Everyday Use
✔ Easy Care & Long Lasting","2",true,"","Panipat_132103_0180d","","","","Botanical Floral & Stripe Print","Nature Inspired | Contemporary",,"Blue, White & Green","1 King Size Bedsheet + 2 Pillow Covers","Pure cotton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GULAB-GULZAR-PNK-KDB","","Gulab Gulzar – Pink Rose Floral Bedsheet Set - with 2 Pillow Covers","143BS",1349,1999,600,10,38,30,4,"1",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulab_Gulzar___Pink_Rose_Floral_Bedsheet_Set___with_2_Pillow_Covers_Q24G9SW6GC_2026-08-31_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulab_Gulzar___Pink_Rose_Floral_Bedsheet_Set___with_2_Pillow_Covers_0IN5JX3XW0_2026-08-31_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulab_Gulzar___Pink_Rose_Floral_Bedsheet_Set___with_2_Pillow_Covers_BJMX1O9FKY_2026-08-31_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulab_Gulzar___Pink_Rose_Floral_Bedsheet_Set___with_2_Pillow_Covers_KO9KH3SV6C_2026-08-31_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulab_Gulzar___Pink_Rose_Floral_Bedsheet_Set___with_2_Pillow_Covers_AZN55ITWJ1_2026-08-31_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulab_Gulzar___Pink_Rose_Floral_Bedsheet_Set___with_2_Pillow_Covers_H2OEQBG9ZW_2026-08-31_6.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Gulab_Gulzar___Pink_Rose_Floral_Bedsheet_Set___with_2_Pillow_Covers_0N5KE3GBKJ_2026-08-31_7.png","","","","","","home__home_furnishing__bed_linen","size","100 x 108 Inches","Ivory","Some bedrooms simply feel like home the moment you walk in. Gulab Gulzar is designed for that feeling.
Imagine a quiet morning, soft sunlight slipping through the curtains, and a bed dressed in warm ivory, scattered with delicate pink roses. The fine striped texture adds a subtle layer of elegance, while the little green leaves bring a touch of nature indoors. Nothing feels too loud or overwhelming - just soft, graceful and beautifully balanced.

The two plain ivory pillow covers keep the look calm and refined, letting the floral bedsheet take centre stage. Together, the gentle roses and warm neutral base create a bedroom that feels romantic yet effortlessly modern.

Whether it is a slow Sunday morning, an evening spent unwinding, or simply coming home after a long day, Gulab Gulzar brings a little everyday beauty to your space.

A bed dressed in roses. A room filled with warmth. A little gulzar of your own. 🌹



Why You'll Love It:
🌹 Elegant rose floral design – Delicate pink roses add a graceful romantic touch.
🤍 Soft ivory base – Keeps the bedroom feeling bright, calm and sophisticated.
🌿 Fine stripe detailing – Adds subtle texture and visual depth to the background.
🛏️ Coordinated pillow covers – Plain ivory pillows complement the floral print without making the bed look busy.
🌸 Timeless floral appeal – A design that works across classic, contemporary and modern bedrooms.
✨ Easy to style – Looks beautiful with wooden furniture, neutral décor, pink accents and natural textures.


- What is the Gulab Gulzar bedsheet set?
The Gulab Gulzar bedsheet set is an elegant ivory floral bedsheet featuring repeating pink rose bouquets with green leaves and subtle fine stripes, paired with two coordinating ivory pillow covers.

- What colour is the Gulab Gulzar bedsheet?
The bedsheet has an ivory/cream base with pink and rose-coloured flowers and green leaves.

- What pattern does the Gulab Gulzar bedsheet have?
It features a repeating pink rose floral pattern over a subtle fine-striped ivory background.

- What style of bedroom suits this bedsheet?
The Gulab Gulzar bedsheet works particularly well with romantic, contemporary, classic, minimalist and botanical bedroom interiors.","2",true,"","Panipat_132103_0180d",630419,"","",,"Romantic, Contemporary, Floral","Ivory with Pink Rose",,"1 king size bedsheet + 2 pillow covers",,"Pink Rose Floral Pattern",,,,"100% Pure Cotton",,,,,,,,,,,,,,,,,,,,,,,,,"Elegant Botanical",,,,,,,
